0
884.3234274864196
9.685926601243281
0.00040221214294433594
3.848078821079486e-05
100
0.05
100
"{'n_codebooks': 100, 'lrate': 0.05, 'epochs': 100}"
""
""
""
""
""
""
""
1
""
""
""
""
""
""
""
